kraj,dni,wariant,nazwa,cena_pln,ocena_booking,opinie_booking,status_prania,pralka_potwierdzona,pralka_tylko_opinia,usluga_prania,kuchnia,prywatna_lazienka,beachfront,sea_view,parking,plaza_booking,ocena_wyboru_1_10,link,page-content
Albania,11,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Helia Hotel Suites & Penthouses at Santa Bay,3321.00,9.6,30,Brak pralki/pralni w udogodnieniach obiektu,False,False,False,True,True,False,True,True,The nearest beach is 350 ft from Helia Hotel Suites & Penthouses at Santa Bay.,10.0,https://www.booking.com/hotel/al/royal-sky-luxury-penthouse.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-27&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/ALBANIA/booking_matrix_albania_MD/Albania-Helia Hotel Suites  Penthouses at Santa Bay.md
Albania,14,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Helia Hotel Suites & Penthouses at Santa Bay,4096.00,9.6,30,Brak pralki/pralni w udogodnieniach obiektu,False,False,False,True,True,False,True,True,The nearest beach is 350 ft from Helia Hotel Suites & Penthouses at Santa Bay.,10.0,https://www.booking.com/hotel/al/royal-sky-luxury-penthouse.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-30&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/ALBANIA/booking_matrix_albania_MD/Albania-Helia Hotel Suites  Penthouses at Santa Bay.md
Albania,8,B — rozsądnie: lokalizacja / opinia / pralka preferowana,SoleLuna Aparthotel,1246.00,8.2,228,Brak pralki/pralni w udogodnieniach obiektu,False,False,False,True,True,True,True,True,The nearest beach is 350 ft from SoleLuna Aparthotel.,8.7,https://www.booking.com/hotel/al/albnordic.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-24&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/ALBANIA/booking_matrix_albania_MD/Albania-SoleLuna Aparthotel.md
Albania,11,B — rozsądnie: lokalizacja / opinia / pralka preferowana,SoleLuna Aparthotel,1713.00,8.2,228,Brak pralki/pralni w udogodnieniach obiektu,False,False,False,True,True,True,True,True,The nearest beach is 350 ft from SoleLuna Aparthotel.,8.7,https://www.booking.com/hotel/al/albnordic.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-27&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/ALBANIA/booking_matrix_albania_MD/Albania-SoleLuna Aparthotel.md
Albania,14,B — rozsądnie: lokalizacja / opinia / pralka preferowana,SoleLuna Aparthotel,2180.00,8.2,228,Brak pralki/pralni w udogodnieniach obiektu,False,False,False,True,True,True,True,True,The nearest beach is 350 ft from SoleLuna Aparthotel.,8.7,https://www.booking.com/hotel/al/albnordic.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-30&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/ALBANIA/booking_matrix_albania_MD/Albania-SoleLuna Aparthotel.md
Albania,8,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Helia Boutique Hotel - Seaside,2458.00,9,63,Brak pralki/pralni w udogodnieniach obiektu,False,False,False,True,True,False,True,True,The nearest beach is 150 ft from Helia Boutique Hotel - Seaside.,9.2,https://www.booking.com/hotel/al/helia-penthhouse-suites-and-more.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-24&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/ALBANIA/booking_matrix_albania_MD/Albania-Helia Boutique Hotel - Seaside.md
Albania,11,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Helia Boutique Hotel - Seaside,3283.00,9,63,Brak pralki/pralni w udogodnieniach obiektu,False,False,False,True,True,False,True,True,The nearest beach is 150 ft from Helia Boutique Hotel - Seaside.,9.2,https://www.booking.com/hotel/al/helia-penthhouse-suites-and-more.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-27&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/ALBANIA/booking_matrix_albania_MD/Albania-Helia Boutique Hotel - Seaside.md
Albania,14,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Helia Boutique Hotel - Seaside,4107.00,9,63,Brak pralki/pralni w udogodnieniach obiektu,False,False,False,True,True,False,True,True,The nearest beach is 150 ft from Helia Boutique Hotel - Seaside.,9.2,https://www.booking.com/hotel/al/helia-penthhouse-suites-and-more.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-30&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/ALBANIA/booking_matrix_albania_MD/Albania-Helia Boutique Hotel - Seaside.md
Albania,8,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Franklin Premium Apart-Hotel,2382.00,9.1,202,Brak pralki/pralni w udogodnieniach obiektu,False,False,False,True,True,False,True,True,The nearest beach is 350 ft from Franklin Premium Apart-Hotel.,10.0,https://www.booking.com/hotel/al/franklin-rooms.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-24&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/ALBANIA/booking_matrix_albania_MD/Albania-Franklin Premium Apart-Hotel.md
Albania,11,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Franklin Premium Apart-Hotel,3275.00,9.1,202,Brak pralki/pralni w udogodnieniach obiektu,False,False,False,True,True,False,True,True,The nearest beach is 350 ft from Franklin Premium Apart-Hotel.,10.0,https://www.booking.com/hotel/al/franklin-rooms.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-27&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/ALBANIA/booking_matrix_albania_MD/Albania-Franklin Premium Apart-Hotel.md
Albania,14,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Franklin Premium Apart-Hotel,4054.00,9.1,202,Brak pralki/pralni w udogodnieniach obiektu,False,False,False,True,True,False,True,True,The nearest beach is 350 ft from Franklin Premium Apart-Hotel.,10.0,https://www.booking.com/hotel/al/franklin-rooms.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-30&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/ALBANIA/booking_matrix_albania_MD/Albania-Franklin Premium Apart-Hotel.md
Albania,8,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Day Lux Superior Apartments,2336.00,9.2,48,Pralka w pokoju/obiektu potwierdzona; usługa prania niepotwierdzona,True,False,False,True,True,False,True,True,The nearest beach is 650 ft from Day Lux Superior Apartments.,10.0,https://www.booking.com/hotel/al/oceanview-luxury-penthouses.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-24&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/ALBANIA/booking_matrix_albania_MD/Albania-Day Lux Superior Apartments.md
Albania,11,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Day Lux Superior Apartments,3149.00,9.2,48,Pralka w pokoju/obiektu potwierdzona; usługa prania niepotwierdzona,True,False,False,True,True,False,True,True,The nearest beach is 650 ft from Day Lux Superior Apartments.,10.0,https://www.booking.com/hotel/al/oceanview-luxury-penthouses.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-27&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/ALBANIA/booking_matrix_albania_MD/Albania-Day Lux Superior Apartments.md
Albania,14,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Day Lux Superior Apartments,3962.00,9.2,48,Pralka w pokoju/obiektu potwierdzona; usługa prania niepotwierdzona,True,False,False,True,True,False,True,True,The nearest beach is 650 ft from Day Lux Superior Apartments.,10.0,https://www.booking.com/hotel/al/oceanview-luxury-penthouses.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-30&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/ALBANIA/booking_matrix_albania_MD/Albania-Day Lux Superior Apartments.md
Albania,8,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Erioni Hotel,1338.00,8.6,411,Pralnia/usługa prania potwierdzona; pralka w opiniach,False,True,True,True,True,False,True,True,The nearest beach is 150 ft from Erioni Hotel.,9.5,https://www.booking.com/hotel/al/piter-beach-apartments.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-24&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/ALBANIA/booking_matrix_albania_MD/Albania-Erioni Hotel.md
Albania,11,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Erioni Hotel,1840.00,8.6,411,Pralnia/usługa prania potwierdzona; pralka w opiniach,False,True,True,True,True,False,True,True,The nearest beach is 150 ft from Erioni Hotel.,9.5,https://www.booking.com/hotel/al/piter-beach-apartments.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-27&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/ALBANIA/booking_matrix_albania_MD/Albania-Erioni Hotel.md
Albania,14,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Erioni Hotel,2342.00,8.6,411,Pralnia/usługa prania potwierdzona; pralka w opiniach,False,True,True,True,True,False,True,True,The nearest beach is 150 ft from Erioni Hotel.,9.5,https://www.booking.com/hotel/al/piter-beach-apartments.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-30&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/ALBANIA/booking_matrix_albania_MD/Albania-Erioni Hotel.md
Albania,8,B — rozsądnie: lokalizacja / opinia / pralka preferowana,The White Donkey Apartment House,1711.00,9.4,44,Pralka w pokoju/obiektu potwierdzona; usługa prania niepotwierdzona,True,False,False,True,True,True,True,True,The nearest beach is 150 ft from The White Donkey Apartment House.,10.0,https://www.booking.com/hotel/al/the-white-donkey.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-24&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/ALBANIA/booking_matrix_albania_MD/Albania-The White Donkey Apartment House.md
Albania,11,B — rozsądnie: lokalizacja / opinia / pralka preferowana,The White Donkey Apartment House,2355.00,9.4,44,Pralka w pokoju/obiektu potwierdzona; usługa prania niepotwierdzona,True,False,False,True,True,True,True,True,The nearest beach is 150 ft from The White Donkey Apartment House.,10.0,https://www.booking.com/hotel/al/the-white-donkey.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-27&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/ALBANIA/booking_matrix_albania_MD/Albania-The White Donkey Apartment House.md
Albania,14,B — rozsądnie: lokalizacja / opinia / pralka preferowana,The White Donkey Apartment House,2998.00,9.4,44,Pralka w pokoju/obiektu potwierdzona; usługa prania niepotwierdzona,True,False,False,True,True,True,True,True,The nearest beach is 150 ft from The White Donkey Apartment House.,10.0,https://www.booking.com/hotel/al/the-white-donkey.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-30&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/ALBANIA/booking_matrix_albania_MD/Albania-The White Donkey Apartment House.md
Albania,8,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Aquamarine Apartments,1615.00,9.2,408,Pralnia/usługa prania potwierdzona w udogodnieniach obiektu,False,False,True,True,True,True,True,True,The nearest beach is 150 ft from Aquamarine Apartments.,10.0,https://www.booking.com/hotel/al/aquamarine-apartments.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-24&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/ALBANIA/booking_matrix_albania_MD/Albania-Aquamarine Apartments.md
Albania,11,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Aquamarine Apartments,2221.00,9.2,408,Pralnia/usługa prania potwierdzona w udogodnieniach obiektu,False,False,True,True,True,True,True,True,The nearest beach is 150 ft from Aquamarine Apartments.,10.0,https://www.booking.com/hotel/al/aquamarine-apartments.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-27&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/ALBANIA/booking_matrix_albania_MD/Albania-Aquamarine Apartments.md
Albania,14,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Aquamarine Apartments,2827.00,9.2,408,Pralnia/usługa prania potwierdzona w udogodnieniach obiektu,False,False,True,True,True,True,True,True,The nearest beach is 150 ft from Aquamarine Apartments.,10.0,https://www.booking.com/hotel/al/aquamarine-apartments.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-30&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/ALBANIA/booking_matrix_albania_MD/Albania-Aquamarine Apartments.md
Albania,8,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Amaris,1082.00,9.5,122,Pralka w pokoju/obiektu potwierdzona; usługa prania niepotwierdzona,True,False,False,True,True,False,True,True,"The nearest beach is 1,000 ft from Amaris.",10.0,https://www.booking.com/hotel/al/amaris.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-24&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/ALBANIA/booking_matrix_albania_MD/Albania-Amaris.md
Albania,11,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Amaris,1488.00,9.5,122,Pralka w pokoju/obiektu potwierdzona; usługa prania niepotwierdzona,True,False,False,True,True,False,True,True,"The nearest beach is 1,000 ft from Amaris.",10.0,https://www.booking.com/hotel/al/amaris.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-27&no_rooms=1&group_adults=2&selected_currency=PLN,scrape/ALBANIA/booking_matrix_albania_MD/Albania-Amaris.md
